Date,JPM,MTB,CWEN-A,ADBE,AMAT,GMRE,INTU,MA,MCO,SPGI,UNH,PBCT,NG,T,META,WELL,EXPE,NET,AVGO,GOOGL,QCOM,FSLY,AAPL,LVGO,NFLX,SEDG,GOOD,NEE,SNOW,HASI,STOR,CWEN,AMT,DLR,NKE,O,SICP,HI,LTC,SPG,PETS,ABBV,AWR,WM,MRK,NLY,JNJ,BTBT,RIOT,CMCSA,WTRG,VZ,HON,V,MDT,ECL,SBNY,NYMT,DIS,MMM,UNP,TGT,AOS,STX,PSA,OHI,RITM,ICE,HD,EXR,CVS,COST,CAT,BYND,UBER,WORK,CRON,SCI,HRZN,CRM,ONL,VICI,WBD
30/04/2020,95.76,112.08,18.7,353.64,49.68,10.42,269.81,274.97,243.9,292.88,292.47,12.69,11.19,23,204.71,51.23,70.98,23.56,271.62,67.33,78.67,21.65,73.45,40.01,419.85,111.59,15.8,57.78,,27.99,17.76,20.03,238,149.49,87.18,53.18,15.9,20.95,35.6,66.77,39.57,82.2,79.37,100.02,75.65,25,150.04,1.48,1.21,37.63,41.79,57.45,141.9,178.72,97.63,193.5,107.18,8.72,108.15,151.92,159.79,109.74,42.38,49.95,185.45,29.15,6.09,89.45,219.83,88.24,61.55,303,116.38,98.99,30.27,26.69,5.94,36.74,9.61,161.95,,17.42,
01/05/2020,93.25,107.2,18.24,343.84,46.89,9.66,261.13,268.74,241.84,286.06,284.51,11.97,11.4,22.57,202.27,47.33,67.29,22.84,259.7,65.87,75.64,21.53,72.27,37.96,415.27,104.96,16.93,56.76,,26.52,16.99,19.5,234.2,145.92,85.54,50.15,15.23,19.98,33.58,63.2,38.57,82.84,77.77,98.21,74.06,24.52,148.29,1.46,1.07,36.98,40.39,56.83,137.25,175.57,95.14,190,101.51,8.32,105.5,148.6,156.64,108.23,41.65,47.71,184.36,27.08,5.85,88.67,218.57,87.16,59.7,301.92,110.88,91.53,28.39,26.38,5.64,35.72,9.26,156.37,,16.56,
04/05/2020,92.14,104.4,18.35,349.11,47.58,9.54,267.78,269.26,245.39,285.77,287.54,11.84,11.51,22.34,205.26,48.32,67.02,23.67,262.26,66.15,75.68,22.01,73.29,38.9,428.15,107.14,16.29,57.52,,27.27,16.17,19.7,236.63,145.77,85.75,49.01,14.36,19.37,33.96,63.01,37.49,81.86,77.15,99.56,73.29,24.48,148.27,1.46,1.12,36.22,41.22,56.24,135.2,176.15,95.26,191.52,102.08,8.1,103.18,148.4,154.82,111.71,41.98,46.44,181.09,27.22,6.06,89.67,221.84,85.3,59.95,304.49,107.72,95.16,27.42,27.2,5.84,36.38,9.03,161.47,,16.38,
05/05/2020,92,102.64,18.77,356.13,48.85,9.59,274.48,273.98,250.47,295.41,293.04,11.61,11.73,22.44,207.07,48.2,64.08,24.51,264.87,67.45,77.63,22.74,74.39,43.91,424.68,107.86,16.05,57.53,,27.76,16.16,20.31,240.26,148,87.2,50.4,14.57,19.69,34.51,60.55,39.94,85.37,77.96,99.02,74.38,25.12,149.5,1.44,1.15,36.05,41.97,56.51,134.87,178.44,97.9,193.32,100.76,8.12,101.06,147.43,156.38,111.76,42.16,46.75,179.44,27.09,6.52,92.97,225.61,85.9,61.21,307.92,108.91,100.16,28.07,27.29,5.74,37.26,8.98,163.25,,16.43,
06/05/2020,90.27,100.12,18.34,362.52,50.5,9.93,275.87,272.44,241.49,289.36,288.77,11.36,11.19,21.73,208.47,45.32,64.38,24.95,264.18,67.27,78.87,23.05,75.16,46.96,434.26,125.75,15.75,55.67,,27.88,16.71,19.84,237.26,149.7,88.44,50.82,13.4,18.86,33.6,55.74,37.86,85.42,74.18,96.8,73.54,24.16,148.08,1.37,1.27,35.14,40.67,55.64,133.04,178.78,96.76,193.03,101.98,7.8,100.88,146.2,154.3,113.58,43.65,47.52,176.09,26.36,6.11,91.74,223.92,84,60.41,308.89,107.67,126.21,27.82,27.63,5.57,37.19,9.46,163.67,,16.25,
07/05/2020,91.21,101.62,18.86,366.78,51.25,10.26,280.8,278.47,247.69,295.58,285,11.54,11.8,21.8,211.26,42,66.46,29.52,267.75,68.46,78.83,33.58,75.94,52.43,436.53,109.74,16.27,56.12,,27.77,18,20.44,235.25,149.03,88.56,52.69,13.38,20.01,33.39,57,37.55,84.22,74.04,101.45,72.09,24.36,147.59,1.44,1.54,35.58,40.53,55.58,132.79,182.72,98.94,194.12,100.2,7.96,105.57,145.74,156.22,113.36,43.31,48.72,183.51,26.42,6.27,93.09,229.45,88.17,61.45,305,107.29,122.66,30.93,29.95,5.59,37.76,9.66,169.9,,16.57,
08/05/2020,92.7,104.87,19.39,367.51,53.81,10.51,280.36,282.44,251.75,297.65,287,12.06,11.47,22.48,212.35,44.55,69.27,26.26,275.03,69.22,80.56,34.8,77.53,53.96,435.55,118.32,16.71,57.43,,29.79,17.68,21.02,238.36,145.06,90.46,53.13,14,21.45,35.28,58.02,37.02,83.96,75.74,100.97,72.85,24.84,148.7,1.52,1.85,36.53,40.3,57,136.91,185.09,99.03,197.76,103.05,8,109.16,148.51,158.26,115.83,44.79,51.06,190.34,27.58,6.6,93.52,234.43,91.69,63.12,305.94,112.11,133.51,32.79,31.16,5.42,38.51,9.75,175.9,,17.09,
11/05/2020,89.97,99.34,19.77,371.42,54.01,10.48,287.84,281.23,253.06,300.68,288.69,11.58,10.85,22.17,213.18,42.06,67.62,28.12,275.4,70.18,80.48,34.32,78.75,53.59,440.52,122.94,16.17,56.85,,28.92,17.7,21.49,238.23,144.36,90.93,52.31,13.73,20.42,35.39,55.08,36.55,87.9,76.67,100.5,74.29,24.12,149.11,1.5,1.59,36.16,40.16,56.4,134.28,183.56,98.74,196.08,102.07,7.6,107.77,145.73,156.85,120.18,43.94,49.86,186.93,26.29,6.31,94.1,236.56,91.88,63.84,310.33,108.61,130.82,31.64,31.26,5.27,39.46,9.74,182.67,,16.7,
12/05/2020,87.03,95.31,19.32,365.1,52.33,9.86,281.68,272.11,250.49,299.21,287.7,11.07,10.85,21.8,210.1,39.77,64.99,28.79,268.45,68.76,78.42,37.1,77.85,57.85,431.82,121,15.24,56.98,,28.17,16.95,21,231.69,132.93,88.26,50.04,14.83,20.01,33.37,54.54,34.35,90.46,75.29,98.31,73.6,23.2,147.14,1.42,1.6,35.35,39.22,55.46,127.59,179.47,95.2,194.2,96.01,7.24,104.56,141.52,153.99,119.39,42.08,48.62,178.47,24.84,6.11,92.55,232.9,85.31,63.35,304.84,105,136.93,32.4,31.01,5.18,37.95,9.74,177.54,,15.77,
13/05/2020,84.03,89.48,18.98,358.56,51.49,8.9,277.16,269.16,247.72,294.4,278,10.5,11.09,21.2,205.1,37.96,62.01,27.87,263.15,67.42,78,36.55,76.91,57.35,438.27,117.73,14.22,57.53,,26.57,15.96,20.63,231.15,133.42,86.02,48.63,14.21,18.63,33.07,51.17,32.72,88.87,76.05,96.52,74.27,22.6,147.13,1.2,1.89,34.97,38.81,54.85,122.97,177.09,93.28,191.97,88.17,6.68,102.92,136.12,152.74,119.14,39.98,47.43,176.6,25.01,5.66,93.3,230.1,84.39,61.15,302.14,104.48,134.51,33.02,30.2,4.84,35.29,9.18,169.64,,14.87,
14/05/2020,87.52,92.38,18.91,355.39,54.43,9.5,280.27,277.31,253.87,300.12,290.61,10.91,11.45,21.57,206.81,40.34,64.37,28.02,266.6,67.84,79.87,36.81,77.39,61.16,441.95,119.48,14.45,58.06,,26.45,15.49,20.5,229.62,132.72,86.55,48.79,14.44,19.2,32.19,51.55,31.86,89.94,75.68,97.18,76.33,23.72,147.64,1.13,2.28,35.76,39.32,54.91,127.05,180.9,93.82,192.44,91.01,7.04,105.91,135.99,152.44,119.94,40.28,48.07,179,26.11,6.09,93.25,234.48,84.2,62.31,299.74,106.19,135.41,32.79,31.66,4.94,35.32,9.95,167,,15.19,
15/05/2020,85.9,89.12,18.97,365.3,52.04,9.53,284.39,278.94,251.31,303.14,290.96,10.68,11.7,21.37,210.88,40.65,66.76,29.49,260.41,68.65,75.77,39.5,76.93,59.32,454.19,120.44,14.73,56.96,,27.41,15.18,20.36,229.58,130.77,86.99,48.41,14.25,21.4,32.2,51.32,33.64,90.71,74.96,95.93,76.07,23.24,150.44,1.12,2.08,35.92,39.11,54.71,125.41,183.49,93.89,194.75,90.13,6.64,109.05,138.69,151.24,120.94,40.41,47.77,175.97,26.31,5.91,93.47,239.33,81.81,63.19,299.21,107.92,134.16,32.47,31.33,5.53,35.56,10.14,171.33,,15.3,
18/05/2020,90.45,96.55,19.58,367.97,54.36,11.08,290.37,289.9,259.81,311.63,293.36,11.54,11.4,22.23,213.19,45.13,79.19,28.07,273.53,69.26,79.94,39.05,78.74,59.03,452.58,128,15.71,58.86,,30.36,16.17,20.93,236.03,131.43,91.04,51.39,14.59,23.06,36.03,56.91,35.73,91.47,78.71,99.66,76.02,24.8,150.52,1.03,2.19,38.09,41.23,55.72,136.04,191.38,98.9,204.89,99.72,7.4,116.85,149.27,159.12,125.2,43.5,49.38,183.36,29.47,6.11,96,245.35,87.13,63.73,302.76,115.02,130.03,33.62,29,5.58,37.53,10.1,172.5,,16.52,
19/05/2020,88.67,91.54,19.28,372.2,55.47,11.12,286.75,290.73,253.92,311.09,289.05,11.02,11.95,21.86,216.88,45.2,76.35,28.04,271.95,68.72,78.09,40.16,78.29,60.91,451.04,134.86,15.29,57.63,,29.7,16.55,20.68,229.97,131.41,91.51,50.93,14.56,22.77,35.42,56.87,32.46,91.2,75.62,98.33,73.95,24.92,149.02,0.86,2.23,38.21,39.9,54.38,131.95,189.36,97.03,201.24,94.62,7.38,114.37,148.38,159.26,123.17,41.98,50.17,183.58,30.4,6.13,92.96,238.1,87.45,63.61,304.63,112.08,136.2,33.4,29.69,5.6,37.06,9.93,176.04,,17.24,
20/05/2020,91.33,96.12,19.6,383.63,56.88,11.31,290.49,298.8,256.27,314,287.99,11.4,11.65,22.33,229.97,45.75,79.58,27.55,278.68,70.46,80.63,42.54,79.81,60.96,447.67,137.25,15.93,58.2,,29.24,16.09,20.97,230.14,132.75,92.95,49.81,14.87,24.26,35.55,55.67,33.69,91.19,77.98,99.45,73.32,25.72,147.68,0.87,2.53,39.17,40.51,54.26,136.03,193.86,98.08,202.45,99.54,7.74,119.92,149.68,166.03,119.63,42.46,51.85,183.92,29.15,6.68,93.45,238.19,87.62,63.22,304.91,115.69,140.5,34.48,31.35,5.54,38.84,10.15,176.93,,17.92,
21/05/2020,90.17,96.77,19.64,382.17,55.02,11.09,290,294.26,253.77,310.76,286.91,11.17,11.31,22.47,231.39,46.42,77.01,28.04,274.8,70.34,78,44.25,79.21,57.95,436.25,136.51,15.92,57.23,,29.56,16.65,21.03,228.16,130.75,94.26,50.11,14.79,24.8,35.8,56,34.75,93.02,78.93,98.93,72.99,25.36,146.71,0.79,2.33,38.95,41.03,53.97,137.69,190.62,95.41,200.4,97.95,8.14,117.83,145.81,163.59,118.68,42.68,51.26,182.77,29.73,6.96,92.86,240.88,86.93,63.34,301.97,114.06,138.11,34.26,31.64,6.2,38.51,10.47,175.26,,18.33,
22/05/2020,89.47,98.03,19.77,385.26,54.39,11.12,287.61,294.91,256.82,311.86,289.94,10.86,11.57,22.55,234.91,47.82,77.95,28.26,276.65,70.66,78.7,41.08,79.72,58.46,429.32,130.39,16.42,58.46,,29.46,16.57,21.16,242.43,135.81,93.75,50.5,15.06,24.68,36.03,54.59,35.4,92.1,79.61,98.92,72.82,25.36,144.37,0.8,2.24,38.74,41.03,54.1,139.18,190.86,94.72,200.5,96.06,8.04,118.02,146.44,165.16,117.49,42.22,50.96,186.47,29.57,7,93.77,241.88,86.23,63.33,302.43,112.47,136.8,34.83,31.71,6.7,38.32,10.48,177.85,,18.83,
26/05/2020,95.82,107.86,19.82,376.63,55.14,11.47,282.2,303.33,259.7,312.34,294.89,11.73,10.41,23.26,232.2,51.12,82.82,28.09,282.02,71.07,78.02,39.31,79.18,55,414.77,136.54,18,58.58,,29.74,17.69,21.2,243.93,138.34,96.62,53.74,14.8,26.74,36.98,59.25,35.75,90.71,79.12,101.6,73.67,25.72,144.56,0.89,1.95,39.52,41.31,54.3,144.94,193.22,97.15,204.59,101.88,8.6,120.95,152.08,169.9,115.12,44.83,51.2,192.48,30.61,7.37,94.23,242.48,92.19,64.64,304.8,117.41,132.87,34.56,32.41,6.66,39.04,10.81,176.52,,19.83,
27/05/2020,101.37,112.9,20.13,375.17,56.4,11.23,281.21,299.77,258.79,315.43,303.77,12.28,10.65,24.04,229.14,51.89,81.61,28.19,287.59,71.01,79.29,39.42,79.53,53.4,419.89,137.24,18.2,60.28,,30.1,18.22,21.51,252.01,139.32,99.87,53.64,14.73,27.26,38.45,63.19,37.71,89.98,79.52,104.3,73.95,26.2,144.89,0.99,2.12,39.93,41.92,55.14,148.59,192.82,96,207.35,109.99,9.32,121.53,158.15,173.84,117.41,47.21,52.01,196.97,30.71,7.63,92.83,247.36,94.38,65.97,306.01,122.42,123.15,34.88,32.11,6.72,39.85,11.18,176.6,,20.06,
28/05/2020,99.86,109.07,20.24,379.83,54.67,11.25,283.87,302.3,264.79,318.8,303.97,11.63,9.71,23.44,225.46,51.34,78.78,28.1,283.14,70.91,78.11,40.6,79.56,57.85,413.44,135.29,17.64,62.84,,30,17.81,21.74,258.12,146.05,98.46,53.94,14.52,26.21,37.52,59.75,35.59,90.03,80.61,106.5,75.37,25.36,146.97,1,2.21,39.55,42.97,55.72,147.56,194.26,98.14,211.41,106.55,8.84,116.75,156.82,170.51,118.43,46.59,51.36,201.19,31.01,7.54,94.87,245.14,97.22,66.56,309.56,120.74,120.82,34.15,32.54,6.74,39.77,10.86,181.1,,19.38,
29/05/2020,97.31,105.66,20.29,386.6,56.18,10.72,290.32,300.89,267.41,325.02,304.85,11.45,9.56,23.29,225.09,50.67,79.48,29.07,291.27,71.68,80.88,43.14,79.49,59.93,419.73,141.9,17.92,63.89,,29.01,17.11,21.91,258.17,143.56,98.58,53.56,14.59,25.74,36.81,57.7,36.1,92.67,82.01,106.75,76.97,24.64,148.75,0.96,2.14,39.6,43.76,57.38,145.85,195.24,98.58,212.58,102.91,8.32,117.3,156.44,169.86,122.33,47.5,53.04,202.74,31.14,7.17,97.25,248.48,96.75,65.57,308.47,120.13,128.29,36.32,35.05,6.53,39.43,10.89,174.79,,19.62,
01/06/2020,98.6,108.53,20.44,389.68,55.69,11.23,289.95,301.4,277.04,327.3,305.93,11.74,9.03,23.34,231.91,53.07,82.42,30.05,289.99,71.74,79.73,47.26,80.46,59.27,425.92,150.7,18.05,63.91,,30.53,18.41,22.06,264.31,142.44,99.54,54.78,13.87,26.25,37.01,61.6,37.19,90.7,81.16,106.01,75.86,25.12,147.19,0.99,2.27,40.18,43.2,55.78,146.18,194.35,97.11,209.05,104.84,8.88,118.77,155.58,169.5,119.49,47.32,52.15,204.77,31.54,7.5,97.62,247.29,98.82,65.64,308.29,120.5,138.69,35.82,37.18,6.62,39.33,11.09,176.36,,20.6,
02/06/2020,98.93,106,20.61,390.44,55.79,11.23,287.18,303.59,276.44,327.37,306.31,11.65,8.81,23.39,232.72,54.78,84.22,30.2,298.06,72.12,84.63,47.84,80.83,58.33,427.31,148.97,18.66,64.15,,29,18.38,22.26,263.59,140,100.74,55.39,14.66,26.4,37.72,63.45,36.77,91.04,80.92,107.43,77.08,24.96,148.25,1.09,2.51,40.78,44.44,56.4,148.35,196.36,97.25,212.14,103.67,8.52,118.75,157.64,170.94,118.85,47.88,52.69,207.74,31.59,7.42,96.35,252.71,100.18,66.84,307.09,123.32,135.19,35.81,38.38,6.43,39.25,11.26,174.23,,20.46,
03/06/2020,104.27,113.78,20.87,389.92,57.81,11.37,290.1,307.07,282.58,333.38,305.35,12.19,8.65,23.78,230.16,58.97,89.14,29.38,309.53,71.96,84.11,48.07,81.28,61.8,421.97,150.59,18.53,64.9,,30.43,20.18,22.5,267.39,139.49,104.11,58.26,14.66,27.34,39.87,72.88,35.66,90.89,81.48,110.21,78.25,26.08,148.65,1.14,2.41,41.3,45.11,56.83,153.35,196.87,97.1,220.86,108.5,9.44,122.18,161.21,178.05,121.73,49.85,53.12,207.96,33,7.88,97.88,251,102.38,66.85,306.64,127.09,134.23,36.75,39.9,6.46,39.72,11.49,174.99,,21.91,
04/06/2020,106.44,117.9,20.97,385.8,58.13,11.8,282.92,301.37,276.03,327.39,298.08,12.65,9.23,24,226.29,58.71,89.88,28.47,308.89,70.72,86.04,47.39,80.58,57.34,414.33,142.4,18.94,62.97,,29.39,20.64,22.86,259.72,136.96,101.28,58.21,14.75,27.88,40.47,76.73,34.94,93.04,81.08,107.99,77.76,26.72,146.73,1.39,2.63,41.29,44.51,57.22,155.91,193.64,96.99,222,110.54,10.78,123.69,162.55,176.43,119.96,50.57,54.05,200.64,33.25,8.26,95.79,248.95,101.46,66.53,310.75,128.96,136.44,36.43,37.94,6.69,39.12,11.69,171.44,,22.23,
05/06/2020,111.23,123.3,21.02,392.9,60.19,12.08,288.11,311.88,279.69,333.37,311.85,13.45,9.05,24.73,230.77,61.6,93.06,29.14,317.08,72,88.55,45.09,82.88,57.21,419.6,148.28,19.56,63.6,,30.18,22.04,22.92,264.89,141.28,102.71,60.24,14.94,28.59,42.42,88.6,35.12,93.85,82.39,112.2,78.44,27.28,147.3,1.61,2.6,42.09,45.67,57.74,161.37,199.61,102.04,229.56,115.57,11.44,124.82,167.41,184.83,121.53,52,54.39,206.37,34.28,8.44,97.81,254.9,103.34,68.35,312.04,135.12,133.53,37.21,32.56,6.6,41.02,11.72,173.88,,22.99,
08/06/2020,113.45,127.4,21.56,397.78,59.9,12.88,293.05,310.41,281.81,331.98,309.48,13.79,8.06,25.08,231.4,61.65,93.99,29.17,317.52,72.4,91.37,47.54,83.37,59.03,419.49,150.89,20.29,65.12,,30.58,23.52,23.4,266.88,141.6,104.29,62.14,14.82,29.6,43,95.5,34.98,94.59,81.59,113.53,79.05,29.24,146.77,1.61,2.57,43.12,46.61,58.09,162.92,199.6,101.33,230.11,118.45,13.56,127.28,166.87,181.66,122.37,50.88,55.63,206.68,34.52,8.9,97.48,256.77,104.56,70.62,307.19,137.72,162.46,37.08,32.01,8.02,42.2,11.95,176.55,,22.83,
09/06/2020,110.54,123.89,21.22,397.16,59.79,12.59,291.25,311.49,274.98,327.61,309.21,13.52,8.43,24.62,238.67,59.6,88.7,28.72,315.32,72.6,89.75,45.52,86,59.75,434.05,148.84,19.6,64.67,,29.87,22.44,23.05,265.76,141.48,102.63,60.86,14.85,28.88,42.38,86.47,37.4,96.17,79.5,111.25,78.44,28.32,145.96,1.84,2.62,42.15,46.06,57.86,158.1,199.08,99.11,226.71,117.1,12.24,123.89,166.7,178.16,120.72,49.27,54.83,211.37,33.94,8.56,97.44,256.76,102.95,69.37,305.55,134.19,153.95,36.59,31.32,7.51,41.42,11.74,174.56,,22,
10/06/2020,106.06,116.75,21.14,406.82,59.86,11.75,295.87,313.15,276.8,331.18,305.75,12.79,9.07,24.26,236.73,55.77,87.37,29.4,315.04,73.24,91.01,47.86,88.21,63.87,434.48,147.37,18.93,64.2,,29.6,21.29,23.01,265.34,138.28,102.12,60.17,14.39,28.04,40.02,83.01,37.07,96.9,79.85,109.33,77.97,27,147.8,1.67,3.1,41.36,45.72,58.05,154.12,200.48,97.55,225.91,111.6,11.44,122.18,163.9,175.43,120,48.39,55.33,205.47,32.63,7.93,97.31,254.45,100.66,67.51,307.33,132.44,156.16,34.83,32.47,7.59,40.36,11.55,182.1,,21.15,
11/06/2020,97.21,106.28,20.31,387.67,55.41,11.06,277.87,291.25,258.28,307.03,283.73,11.66,8.27,22.77,224.43,51.34,77.73,28.5,293.75,70.1,84.02,45.82,83.98,58.94,425.56,138.69,17.17,62.08,,27.98,19.7,22.15,251.51,133.93,95.17,56.05,13.66,25.35,36.45,71.92,33.09,92.26,75.57,103.2,73.76,26.24,140.87,1.65,2.18,39.25,43.54,56.45,143.44,188.88,90.87,202.54,102.48,9.76,112.64,152.38,163.29,118.01,46.82,51.26,195.93,29.57,7.27,92.04,239.47,94.12,63.16,300.83,121.55,143.51,31.1,30.34,6.42,38.39,10.58,172.05,,20.51,
12/06/2020,99.87,108.96,20.3,406.54,56.55,11.85,280.68,297.79,266.98,316.91,285.15,12.2,8.43,23.02,228.58,55.24,82.52,28.82,300.25,70.65,85.24,46.82,84.7,60,418.07,142.05,18.22,61.73,,28.27,20.84,22.16,258.08,136,96.43,58.52,13.92,26.21,37.62,75.98,33.86,92.46,76.49,103.89,72.75,27.88,142.15,1.64,2.29,39.46,43.97,56.53,144.51,192.26,93.21,204.06,107.88,10.76,115.49,154.87,166.18,116.9,46.95,50.61,196.47,30.29,7.71,93.26,242.45,96.71,64.15,298.7,123.15,144.74,32.24,30.86,6.47,38.13,11.26,175.11,,22.29,
15/06/2020,101.25,110.72,20.72,401.34,57.05,12.19,283.14,297.17,270.21,319.65,286.28,12.19,8.53,23.02,232.5,56.12,84.27,30.98,304.09,71.04,86.39,51.98,85.75,61.55,425.5,148.2,18.7,62.14,,29.46,22.08,22.72,262.49,139.52,97.84,60.59,14.34,26.72,38.6,74.39,35.35,93.08,78.95,104.49,70.58,27.84,141.25,1.7,2.31,39.83,44.67,56.15,146.63,191.76,93.62,199.89,107.27,11.16,117.08,157.73,167.93,118.15,47.65,50.74,199.19,31.83,7.9,93.77,241.36,97.42,63.32,297.18,123.61,154,32.67,30.87,6.51,38.35,11.35,178.61,,22.83,
16/06/2020,102.06,113.26,21.69,411.67,58.54,12.19,288.58,304.48,274.55,324.93,293,12.58,8.01,23.23,235.65,57.64,85.3,31.65,310.72,72.32,89.52,53.56,88.02,66.52,436.13,153.1,19.31,62.04,,29.67,22.68,23.85,264.78,142.51,99.04,61.16,14.74,27.58,39.81,75.52,35.85,96.06,78.38,105.7,73.39,28.2,144.46,1.65,2.35,39.75,43.98,56.92,149.11,192.88,95.55,206.23,110.34,11.36,118.44,159.67,170.97,119.21,47.88,51.68,198.86,32.76,7.97,94.66,249.95,97.62,65.58,301.36,130.11,151.94,33.49,32.36,6.72,39.61,11.79,180.48,,22.37,
17/06/2020,99.48,110.07,21.59,413.49,60,11.94,286.49,303.76,275.02,326.32,292.6,12.07,8.15,22.84,235.53,56.02,84.67,35.8,313.44,72.63,89.94,58.25,87.9,67.04,447.77,145.27,19.07,62.25,,28.53,22.27,23.68,263.97,145.5,99.21,61.07,14.71,26.32,38.96,71.67,36.31,95.74,77.65,105.7,72.74,27.96,144.02,1.57,2.27,39.22,43.59,56.65,148.34,193.56,95.48,205.06,105.88,11.06,117.65,159.22,171.17,118.27,47.69,51.02,197.76,32.32,7.71,94.62,250.85,96.99,65,299.61,128.23,156.34,33.29,32.4,6.58,39.09,11.67,181.4,,22.9,
18/06/2020,98.94,110.45,21.67,420.46,60.38,12.35,287.23,304.85,274.89,326.81,291.48,11.97,7.99,22.9,235.94,55.81,84.4,36.73,318.71,71.71,89.92,62.14,87.93,70.12,449.87,151,19,62.23,,29.45,22.18,23.81,257.6,143.16,98.45,61.39,14.8,26.36,39.01,70.96,35.55,96.23,77.59,104.64,72.68,27.84,143.41,1.59,2.19,39.44,43.6,56.89,148.23,193.91,94.43,205.24,107.19,11.12,118.37,159.21,170.85,117.3,47.93,49.64,196.27,32.3,7.63,94.39,249.21,95.52,64.49,299.57,127.59,158.2,33.4,34.22,6.56,39.59,11.56,187.66,,22.6,
19/06/2020,97.81,111.05,21.63,428.01,60.95,12.07,286.32,296.5,275.23,323.73,291.24,11.97,8.37,22.87,238.79,51,82.06,36,302.77,71.23,88.81,63.69,87.43,70.43,453.72,153.6,18.56,60.55,,29.17,21.68,23.71,265.6,139.85,95.78,59.58,14.69,25.93,37.74,67.12,34.99,96.71,77,101.77,74.28,26.76,143.83,1.61,2.11,39.1,42.01,56.16,145.37,192.2,93.91,199.75,106.4,10.68,114.35,158.15,167.85,120.56,47.29,52.05,190.59,29.56,7.45,94.52,246.65,92.97,64.49,299.9,127.46,158.28,32.3,33.13,6.42,39.84,11.63,186.95,,22.48,
22/06/2020,96.75,108.51,22.49,438.64,61.27,11.53,294.12,304.44,276.57,326.36,292.67,11.84,8.77,22.72,239.22,51.38,83.12,37,313.54,72.53,89.13,73.27,89.72,74.92,468.04,152.98,18.45,61.76,,28.75,21.47,24.75,264.6,142.11,99.51,59.5,14.76,26.4,37.9,68.55,37.04,97.27,77.63,103.7,73.18,26.92,143.39,1.56,2.51,38.44,41.98,55.66,144.94,194.96,93.33,201.65,106.54,10.3,115.92,156.69,168.2,122.43,47.19,50.91,190.27,30.17,7.41,94.31,249.16,92.82,64.3,300.45,125.79,159.63,32.68,34.21,6.45,39.74,11.15,191.65,,21.79,
23/06/2020,97.93,108.47,21.45,440.55,60.84,11.86,293.83,306.88,277.03,328.56,297.6,11.81,8.77,22.83,242.24,51.48,86.6,35.4,311.3,73.2,89.35,75.9,91.63,76.69,466.26,151.34,18.62,60.8,,28.57,21.59,23.6,264.5,141.91,101.92,59.33,14.75,26.23,37.51,70.13,36.67,97.31,77.32,103.86,73.54,27.36,142.86,1.38,2.6,39.2,41.64,54.94,144.86,197.97,93.39,199.81,105.91,10.44,116.59,157.84,169.36,121.5,47.47,48.87,188.24,29.24,8.03,93.5,250.31,91.67,64.43,301.29,126.25,152.79,33.05,34.04,6.53,40.3,11.08,189.06,,22.06,
24/06/2020,94.66,102.92,21.24,431.68,59.97,11.07,286.13,294.01,265.53,317.97,289.18,11.14,8.71,22.2,234.02,49.38,81.24,35,306.97,71.64,89.14,76.07,90.02,73.9,457.85,148.48,17.95,60.42,,27.58,21.04,23.19,254.18,140.02,100.08,57.58,14.17,25.32,35.44,65.11,36.38,95.14,76.57,101.37,72.34,26.44,139.82,1.23,2.37,38.56,41.43,53.93,138.35,191.41,88.93,196.67,101.29,10.56,112.07,152.22,165.55,119.72,45.11,47.62,189.45,28.4,7.38,90.71,246.13,90.48,63.18,298.02,122.06,151.38,30.46,31.97,6.38,39.14,10.95,185.55,,21.08,
25/06/2020,97.96,105.14,21.28,436.95,59.98,10.96,288.75,298.01,276.17,327.82,296.22,11.45,8.59,22.43,235.68,50.21,82.72,36,308.85,72.06,88.96,81.67,91.21,71.55,465.91,137.18,18.43,59.79,,28.47,21.53,23.16,254.36,143.07,101.4,57.69,14.46,25.74,36.67,64.94,36.59,96.99,75.67,102.39,73.01,26.92,139.67,1.26,2.33,38.57,40.74,54.28,142.46,193.98,88.86,196.03,105.49,11,111.36,154.67,167.02,119.81,44.74,47.73,191.03,28.76,7.51,92.83,245.38,91.79,64.02,300.53,124.71,145.35,30.58,32.82,6.31,39.2,11,188.34,,21.06,
26/06/2020,92.59,100.46,20.65,426.92,58.38,11.08,286.52,289.34,268.98,321.6,286.88,10.83,8.61,21.95,216.08,49.74,77.59,35.53,307.41,68.13,88.02,86.51,88.41,74.99,443.4,129.53,18.3,59.06,,27.2,20.92,22.71,246.48,140.59,93.67,56.56,13.25,24.66,36.21,61.9,36.38,96.13,73.85,102.81,71.7,26.16,137.81,1.23,2.2,38.65,41.14,53.16,138.21,189.27,88.77,191.75,102.63,10.48,109.1,152.52,162.64,117.02,44.45,46.97,189.28,28.82,7.14,90.4,241.01,91.01,63.45,296.56,122.39,141.68,29.61,32.53,6,37.94,10.81,183.17,,20.03,
