Date,JPM,MTB,CWEN-A,ADBE,AMAT,GMRE,INTU,MA,MCO,SPGI,UNH,PBCT,NG,T,META,WELL,EXPE,NET,AVGO,GOOGL,QCOM,FSLY,AAPL,LVGO,NFLX,SEDG,GOOD,NEE,SNOW,HASI,STOR,CWEN,AMT,DLR,NKE,O,SICP,HI,LTC,SPG,PETS,ABBV,AWR,WM,MRK,NLY,JNJ,BTBT,RIOT,CMCSA,WTRG,VZ,HON,V,MDT,ECL,SBNY,NYMT,DIS,MMM,UNP,TGT,AOS,STX,PSA,OHI,RITM,ICE,HD,EXR,CVS,COST,CAT,BYND,UBER,WORK,CRON,SCI,HRZN,CRM,ONL,VICI,WBD
31/12/2021,158.35,153.58,33.48,567.06,157.36,17.75,643.22,359.32,390.58,471.93,502.14,17.82,6.86,18.57,336.35,85.77,180.72,131.5,665.41,144.85,182.87,35.45,177.57,,602.44,280.57,25.77,93.36,338.75,53.12,33.04,36.03,292.5,176.87,166.67,71.59,148.2,51.99,34.14,159.77,25.26,135.4,103.44,166.9,76.64,31.28,171.07,6.08,22.33,50.33,53.69,51.96,208.51,216.71,103.45,234.59,323.47,14.88,154.89,177.63,251.93,231.44,85.85,112.98,374.56,29.59,10.71,136.77,415.01,226.73,103.16,567.7,206.74,65.16,41.93,,3.92,70.99,15.92,254.13,18.67,30.11,
03/01/2022,161.7,158.25,33.33,564.37,159.93,17.9,631.47,370.95,383.59,461.1,502.28,18.29,6.67,19.19,338.54,85.56,184.97,126.16,663.32,144.99,186.21,36.3,182.01,,597.37,282.45,25.57,91.66,332.01,54.06,33.24,35.96,286.38,175.09,164.67,71.2,148.98,51.19,35.03,160.3,26.25,135.42,102.8,162.74,76.87,32.16,171.54,6.08,22.74,50.74,53.13,52.44,206.8,221.43,106.1,229.83,327.34,15.28,156.76,177.74,247.77,231.95,83.57,113.16,365.28,30.08,10.97,133.95,408.64,219.23,104.16,566.71,207,64.87,43.95,,4.2,69.46,16.09,255.46,18.66,29.95,
04/01/2022,167.83,164,32.81,554,158.36,18.39,618.32,375.39,386.27,459.82,490.9,18.99,6.79,19.35,336.53,88.14,185.37,114.96,670.92,144.4,187.23,34.49,179.7,,591.15,273.1,25.65,90.68,315.53,53.64,33.02,35.39,282.77,169.09,166.39,72.25,150.61,52.48,35.55,162.98,25.87,135.16,100.48,164.3,77.01,32.44,171.08,6.13,24.38,50.19,52.87,53.47,209,222.46,106.39,233.51,335.08,15.36,155.73,180.23,252.03,234.17,84.96,116.02,365.03,30.43,10.98,134.07,412.84,221.59,104.29,564.23,218.08,61.62,44.42,,4.11,68.9,16.12,248.23,18.74,30.15,
05/01/2022,163.78,165.29,31.43,514.43,153.74,17.96,593.7,373.9,377.05,455.76,489.69,19.11,6.64,19.78,324.17,86.98,181.3,105.95,643,137.78,186.5,32.14,174.92,,567.52,249.81,25.3,89.73,296.87,49.86,32.37,33.97,264.57,162.88,162.25,71.08,136.31,52.59,35.12,161.03,25.21,135.87,100.11,161.84,78.88,31.76,172.22,5.65,21.44,50.22,52.97,54.02,211.06,220,106.01,233.23,341,15.16,155.19,179.49,252.79,228.86,83.54,114.71,361.77,30.4,10.68,132.39,407.24,217.74,105.81,549.92,219.75,58.49,43.24,,3.86,67.21,15.87,227.67,18,29.03,
06/01/2022,165.52,171.93,31.57,514.12,156.34,17.93,586.39,370,374.62,451.96,469.65,19.87,6.37,19.71,332.46,87.63,177.58,104.04,637.03,137.75,185.95,31.77,172,,553.29,248.24,25.03,85.77,297.09,49.42,32.95,34.16,264.89,160.8,161.04,71.41,132.34,53.19,35.43,163.16,24.86,135.23,99.96,162.85,78.83,31.88,171.63,5.6,20.48,50.51,52.2,53.76,210.82,219.75,104.97,230.46,362.46,15.12,156.9,178,253.49,231.35,84.1,112.38,365.34,30.91,10.77,133.16,405.76,217.65,102.59,549.8,221.99,67.06,42.03,,3.81,66.91,15.79,229.15,17.94,28.99,
07/01/2022,167.16,176.93,31.27,510.7,150.81,17.83,567.56,369.65,372.4,446.75,458.6,20.39,6.37,19.84,331.79,87.83,179.91,107,619.15,137.02,180.41,33.01,172.17,,541.06,248.91,24.76,86.41,299.68,49,32.89,33.86,266.58,161.06,156.97,71.41,128.49,51.95,35.79,161.27,24.86,134.88,98.42,161.76,80.3,32.04,173.95,5.29,20.36,50.05,52.18,54.24,215.75,216.96,105.16,229.87,365.71,15.24,157.83,179.95,254.78,230.78,83.15,110.96,355.91,31.37,10.87,133.25,393.61,208.45,104.19,536.18,224.19,68.52,41.51,,3.9,66.14,16,228.31,18,28.55,
10/01/2022,167.32,177.49,30.62,525.83,149.59,17.69,570.19,363.91,361.79,435.39,465,20.3,6.42,19.97,328.07,87.54,180.57,110.75,621.16,138.67,179.68,33.35,172.19,,539.85,255.47,24.61,84.29,302.73,47.89,32.52,33.15,264.41,159.24,150.44,71.63,123.32,51.62,35.55,160.88,25.1,136.39,96.73,159.41,82.37,31.88,173.09,5.35,20.09,50.52,51.71,53.87,213.46,211.97,105.62,225.84,353.24,15.28,156.6,177.41,250.28,227.42,82.89,114.42,359.82,31.13,10.89,131.5,387.46,208.51,105.06,518.8,221.64,66.62,42.6,,3.96,66,16.07,229.63,17.64,28.71,
11/01/2022,167.49,178.2,31.02,529.89,152.45,17.6,578.72,366.29,367.86,441.02,469,20.55,6.49,19.88,334.37,86.33,182.47,114.14,622.05,139.74,185.4,34.25,175.08,,540.84,261.09,24.5,84.79,301.27,48.72,32.38,33.61,260.49,159.03,150.3,71.29,129.08,51.46,35.44,161.83,25.2,136.97,95.89,159.46,81.67,32.32,171.25,5.78,20.86,51.14,51.47,53.59,216.31,214.38,107.89,226.62,360.71,15.28,157.89,178.98,246.42,227.55,83.7,111.72,362.85,31.28,11.11,131.95,386.67,210.06,106.04,522.03,219.95,69.38,43.62,,4.06,66.43,16.22,234.84,17.58,28.96,
12/01/2022,168.44,179.53,30.83,532.37,159.55,17.46,577.26,367.31,372.9,447.84,473.72,20.71,6.63,19.96,333.26,86.31,181.25,113.97,622,141.43,186.42,33.21,175.53,,537.22,261.02,24.52,85.09,307.14,48.56,32.57,33.42,259.39,158.95,152.21,71.87,139.24,50.83,34.79,161.93,24.76,137.29,95.95,159.43,81.2,32.32,169.79,5.97,21.13,50.95,50.63,53.45,218.25,215.71,108.95,226.49,366,15.28,157.8,179.42,247,224.47,83.98,113.23,367.43,30.58,11.23,133.48,389.4,211.71,105.78,525.8,222.4,67.62,43.04,,4.03,65.89,16.37,237.83,17.5,28.81,
13/01/2022,168.23,183.21,30.33,516.9,157.18,17.14,552.92,369.52,362.59,436.27,467.43,21.18,6.65,20.23,326.48,87.71,185.06,98.98,597.19,138.59,183.89,31.42,172.19,,519.2,260.43,24.9,84.9,291.76,46.2,32.52,33,255.44,157.62,149.59,71.7,136.37,51.18,36.31,162.99,24.42,133.52,95.55,157.45,81.32,31.96,168.76,5.74,20.15,51.28,50.67,53.52,219.43,215,108.78,223.28,365.15,15.24,155.44,181.02,247.62,225.83,82.94,110.84,364.38,31.17,11.16,129.56,386.98,206.61,105.34,516.88,227,70.83,42.87,,3.9,66.23,16.41,228.63,17.6,28.4,
14/01/2022,157.89,185.34,30.32,520.6,167,17.15,550.79,372.14,353.55,432.36,468.69,21.42,6.57,20.51,331.9,87.51,184.4,100.29,596.37,139.48,188.69,31.22,173.07,,525.69,253.83,24.68,83.2,289.59,46.19,32.13,32.96,250.62,155.88,148.18,71.5,138.15,50.62,36.7,155.7,23.99,135.87,93.97,156.65,81.38,31.76,167.84,5.83,20.68,51.68,49.41,53.28,217.65,214.67,108.55,216.03,365.39,15.12,151.94,178.74,246.27,221.4,80.57,109.2,361.79,31.63,11.14,126.6,372,203.61,106.22,502.99,228.94,66.58,41.51,,3.93,64.99,16.27,231.23,17.68,28.54,
18/01/2022,151.27,182.39,29.99,513.34,152.36,17.1,537.82,366.3,344.42,424.15,460.99,21.1,6.68,20.61,318.15,87.18,177.56,93.63,577.79,136,178.86,29.95,169.8,,510.8,238.8,24.59,81.25,287.68,42.15,31.36,32.67,250.23,155.87,146.95,69.73,103.34,49.27,36.39,153.89,23.81,136.78,91.81,155.35,81.54,31.36,167.1,5.5,18.7,50.18,48.47,53.43,213.59,215.71,107.49,213.4,355.7,14.96,152.27,178.28,238.04,220.01,80.66,105.46,359.73,31.56,11.03,126.38,366.72,200.21,104.51,488.07,229.87,63.76,38.41,,3.68,64.12,16.13,226.06,17.02,28.1,
19/01/2022,148.93,175.92,30.83,516.58,143.07,17.12,545.35,360.73,346.63,422.95,462.52,20.35,7.22,20.59,319.59,85.53,176.46,94.32,563.97,135.12,172.47,29.52,166.23,,515.86,232.09,24.09,82.59,282.56,42.14,30.67,33.6,249,154.93,145.11,68.57,109.23,47.7,35.88,148.59,24.02,135.21,91.87,155.08,81.29,31.16,166.58,5.02,17.49,50.33,48.28,53.5,210.73,214.68,107.76,214.8,351.43,14.8,150.11,178.48,239.49,223.84,79.55,102.36,357.04,31.44,10.86,125.81,359.69,198.41,103.45,490.16,221.66,63.2,37.86,,3.59,64.93,15.87,226.27,16.8,27.8,
20/01/2022,147.66,166.35,30.57,510.85,139.15,16.73,544.62,364,345.27,417.98,463,19.3,7.06,20.39,316.56,85.98,177.5,93.41,547.72,133.31,166.5,29.72,164.51,,508.25,231.32,23.13,83.51,279.27,38.89,29.84,33.38,245.94,155.4,142.73,67.32,109.34,46.44,35.1,147.43,23.81,133.03,91.3,153.23,80.75,30.84,165.25,5.13,17.47,50.22,48.22,53.4,208.92,214.35,106.11,213.17,340,14.52,147.62,173.57,242.07,221.72,78.21,100.43,352.42,30.59,10.71,126.12,349.58,195.38,102.39,482.82,216.63,61.42,37.82,,3.57,63.1,15.63,222.94,16.39,27.57,
21/01/2022,145.08,160.11,30.13,499.91,135.06,16.74,528.55,355.08,341.87,416.93,461.17,18.53,6.84,20.08,303.17,87.51,174.42,88.55,533.23,130.35,164.93,28.1,162.41,,397.5,220.31,23.08,82.6,267.56,38.78,29.35,32.89,244.76,154.95,142.95,67.92,94.62,46.65,35.4,146.96,24.01,131.98,91.81,151.4,79.98,30.36,164.87,4.68,15,49.73,48.13,53.16,205.1,205.93,105.6,195.09,326.33,14.36,137.38,172.65,246.33,217.25,76.82,95.52,353.35,30.39,10.5,125.64,349.1,195.48,101.56,481.61,214.09,61.6,35.94,,3.43,63.21,14.41,218.63,16.42,27.18,
24/01/2022,144.95,166.63,30.46,519.66,139.29,16.67,534.68,349.42,344.08,417.95,462.27,19.22,6.67,19.88,308.71,86.02,171.35,93.28,541.58,130.8,170.07,28,161.62,,387.15,225.87,23.07,81.92,277.5,40.07,29.72,33.2,248.4,153.91,146,68.41,99.5,47.65,35.33,146.1,23.62,132.16,91.31,149.79,78.83,30.36,162.97,4.57,15.13,50.07,47.83,52.96,204.45,201.85,104.21,192.61,314.17,14.36,137.46,172.8,245.1,220.58,78.78,97.16,352.13,30.31,10.45,125.32,363.81,195,103.51,488.9,214.33,62.49,36.28,,3.43,64.04,14.35,223.03,16.74,27.5,
25/01/2022,146.53,164.59,30.27,502.72,132.99,16.72,515.99,338.76,325.03,399.53,456.84,18.87,6.82,19.98,300.15,85.53,174.2,84.78,534.14,126.94,165.45,26.53,159.78,,366.42,212.74,23.15,75.1,263.43,38.45,29.33,33.06,250.53,152.67,145.48,68.92,102.05,45.8,36.37,146.78,25.74,133.09,91.45,148.01,79.46,30.92,167.63,4.31,14.64,49.67,47.87,52.9,202.3,202,104.17,188.89,310.31,14.6,136.51,173.75,244.12,214.68,75.4,94.78,352.5,30.48,10.53,123.95,358.98,195.47,103.1,477.32,214.31,61.2,34.82,,3.48,59.54,14.64,215.39,16.83,27.72,
26/01/2022,147.92,167.76,30.4,500.81,135.58,16.45,507.48,344.66,324.54,397.54,458.43,19.16,6.48,18.3,294.63,83.85,177.1,80.07,557.12,129.23,167,25.49,159.69,,359.7,214.13,22.89,72.64,253.1,38.05,29.12,33.18,242.6,147.73,143.99,67.93,99.48,45.56,35.41,145.58,25.32,134.23,91.17,147.96,79.14,30.88,168.38,3.9,14.33,48.46,48.11,51.02,200.65,205.87,104.09,185.25,305.54,14.52,133.6,169.3,244.88,211.71,74.72,96.31,348.18,30,10.55,122.15,357.28,193.05,104.86,483.47,214.29,60.18,34.8,,3.41,60.08,14.43,211,16.4,27.5,
27/01/2022,145.31,168.86,29.94,493.05,130.15,16.29,517.22,350.53,325.92,395.08,461.6,19.27,6.15,18.2,294.64,83.42,171.23,80.34,542.31,129.01,161.2,24.47,159.22,,386.7,209.82,22.55,72.51,244.72,36.75,28.93,32.58,236.43,145.26,144.64,67.76,93.26,45.38,35.06,143.89,25.62,135.97,89.76,146.25,80.58,30.84,170.59,3.53,13.45,48.01,47.2,51.19,200.65,206.15,103.18,183.52,296.48,14.36,135.42,170.16,244.59,212.18,75.85,103.68,346.26,30.06,10.28,122.4,356.43,190.34,106.79,482.52,212.17,56.56,34.09,,3.3,58.99,14.35,212.74,16.04,27.59,
28/01/2022,146.61,172.07,30.14,518.16,132.45,16.39,534.82,382.51,336.51,406.62,466.06,19.66,6.15,19.03,301.71,84.06,174.36,84.18,560.1,133.35,166.81,25.05,170.33,,384.36,212.07,23.05,72.5,253.52,37.25,29.89,32.9,246.77,148.88,145.91,69.49,96.1,45.78,35.47,146.4,25.87,137.92,90.54,147.9,80.9,31.12,171.79,3.62,14.7,49.72,47.65,52.9,201.99,228,103.13,186.09,301.07,14.56,138.63,163.1,245.93,217.67,75.5,107.02,360.57,30.82,10.36,124.35,366.54,196.91,109.27,492.43,201.16,56.54,35.21,,3.41,60.63,14.46,222.13,16.66,28.23,
31/01/2022,148.6,169.38,30.85,534.3,138.18,16.91,555.23,386.38,343,415.22,472.57,19.38,6.6,19.24,313.26,86.63,183.29,96.4,585.88,135.3,175.76,28.66,174.78,,427.14,238.22,23.19,78.12,275.9,41.48,30.46,33.68,251.5,149.23,148.07,69.41,107.74,46.48,36.07,147.2,25.83,136.89,92.23,150.44,81.48,31.6,172.29,3.78,15.94,49.99,48.74,53.23,204.48,226.17,103.49,189.45,304.63,15,142.97,166.02,244.55,220.43,76.42,107.15,358.53,31.48,10.65,126.66,366.98,198.19,106.51,505.13,201.56,65.13,37.4,,3.69,61.72,15.3,232.63,16.64,28.62,
01/02/2022,151.15,172.85,30.25,535.98,138.61,16.7,560.83,392.06,343.9,417.46,468.41,19.66,6.64,18.43,319,84.66,188.06,102.43,592.72,137.64,177.13,29.2,174.61,,457.13,242.23,23.15,77.23,283.76,41.18,30.38,33.05,250.15,147.74,148.22,69.13,110.88,46.53,35.36,147.36,25.18,137,89.96,149.76,81.92,31.56,170.88,3.95,16.69,49.94,47.83,53.2,205.34,232.36,103.59,191.66,318.63,14.92,144.49,167.43,246.71,219.23,75.57,107.96,355.34,30.99,10.59,127.04,368.7,197.56,106.27,508.41,205.35,66.88,38.61,,3.83,61.85,15.77,232.12,16.94,28.71,
02/02/2022,149.94,175.82,30.31,533.09,140.76,16.67,562.3,396.75,347.05,422.07,479.78,19.74,6.38,18.52,323,84.85,185.33,99.8,603.43,148,188.2,27.38,175.84,,429.48,238.3,23,77.73,268.28,40.42,30.5,33.14,252.34,149.23,148.71,69.8,104.87,46.85,35.44,149.55,24.16,138.62,90.75,148.12,82.01,31.04,172.77,3.77,15.57,49.99,48.82,53.8,207.55,235.42,103.37,192.48,316.44,14.8,142.62,166.66,251.26,217.61,75.2,110.39,370.36,30.37,10.53,129.03,373.73,206.81,108.9,522.02,204.94,64,37.17,,3.72,63.06,16.1,225.01,17.14,28.77,
03/02/2022,148.7,175.18,29.48,510.83,136.51,16.54,535.59,390.07,340.36,413.15,488.77,19.94,6.27,18.54,237.76,82.76,183.66,96.66,580.85,143.09,179.1,25.56,172.9,,405.6,231.2,22.57,75.77,256.26,39.78,29.84,32.19,250.7,147,145.31,68.67,102.06,46.88,34.17,145.56,24.26,140.73,89.69,146.43,79.01,30.48,172.76,3.53,14.79,49.64,47.98,53.79,191.74,231.54,102.17,189.24,310.78,14.64,140.03,164.39,244.35,213.22,74.09,108.17,367.33,28.4,10.24,127.89,364.81,204.54,108.72,521.77,200.59,58.01,34.54,,3.48,62.29,15.64,212.77,16.77,28.32,
04/02/2022,152.56,179.56,29.45,513.54,135.57,16.2,544.02,382.2,346.88,414.39,483.17,20.59,6.22,18.17,237.09,80.43,185.31,103.19,590.16,143.29,179.47,26.78,172.39,,410.17,238.26,22.34,76.01,275.72,40.89,29.28,32.2,246.43,145.16,145.39,68.19,111.74,45.97,33.48,145.18,24.13,140.65,88.78,145.03,78.56,30.28,171.63,4.13,16.57,49.33,47.27,53.31,191.5,228.39,102.73,187.48,320.87,14.52,142.02,160.73,242.39,214.04,73.58,108.72,362.85,27.2,10.24,129.76,359.67,201.46,108.49,519.77,198.41,58.68,37.05,,3.63,62.79,15.61,219.23,16.6,28.14,
07/02/2022,153.07,180.48,29.73,507.1,136.13,16.04,545.28,376.13,336.51,405.25,483.7,20.59,6.47,18.06,224.91,80.73,187.35,107.1,587.63,139.2,175.09,26.91,171.66,,402.1,240.97,22.08,75.68,293.19,41.69,29.05,32.46,246.26,146.05,145.14,68.04,117.05,46.71,33.6,148.92,25.14,142.53,88.88,145.09,77.58,30.52,171.06,4.25,17.7,48.86,46.99,53,192.48,227.16,101.99,186.69,323.3,14.52,142.51,161.17,241.15,211.29,73.86,109.44,362.75,27.52,10.2,127.68,357.35,199.75,109.41,515.89,199.82,59.28,37.54,,3.65,63.13,15.62,216.97,16.79,28.18,
08/02/2022,155.95,184.29,29.99,511.31,138.75,16.11,554.23,374.37,338.21,399.78,493.41,21.25,6.64,18.07,220.18,79.99,193.9,109.96,600.22,139.4,178.59,27.61,174.83,,403.53,248.71,22,75.46,293.51,41.73,29.03,32.61,245.32,143.58,143.53,67.55,121.74,48.23,33.46,142.04,25.56,143.51,89.52,145.15,76.91,30.32,171.51,4.31,18.29,49.21,47.17,52.82,194.56,227.94,104.21,186.58,337.37,14.72,142.48,162.41,242.95,212.95,74.19,110.74,362.44,27.62,10.96,127.59,361.44,199.16,110.83,521.15,201.5,59.9,38.34,,3.72,63.99,15.67,217.43,16.9,28.16,
09/02/2022,156.6,183.05,30.68,521.75,144.2,16.31,579.4,381.37,343.26,407.29,498.1,21,6.62,18.49,232,81.8,196.95,114.81,611.34,141.59,183.95,29.15,176.28,,412.89,265.98,22.33,76.66,307.94,43.29,29.54,33.36,249.89,146.92,146.26,68.56,127.2,48.55,33.94,143.09,25.53,143.2,88.22,146.64,76.53,30.4,171.49,4.69,19.65,49.77,46.92,53.5,196.62,230.87,106.09,191.34,340.14,14.64,147.23,163.64,246.49,216.64,74.65,112.08,369.19,28.53,10.82,129.05,364.37,205.33,104.79,528.83,203.6,62.67,40.19,,3.96,64.89,15.76,222.04,17.83,28.86,
10/02/2022,155.95,183.11,30.07,495.02,139.77,16.08,557.58,374.39,350.14,396.45,486.72,21.06,6.38,18.3,228.07,80.68,197.52,115.96,591.36,138.62,174.07,28.62,172.12,,406.27,264.5,21.66,75.45,311.11,40.71,28.98,32.7,242.51,140.21,144.82,67.24,123.88,47.3,33.44,143.98,25.39,142.71,85.97,143.82,76.56,30.04,169.42,4.71,19.27,48.92,45.67,53.04,191.75,225.59,104.88,187.35,343.96,14.36,152.16,159.74,242.12,213.84,72.23,110.08,359.09,28.43,10.73,126.72,355.09,198.86,105.32,518.48,203.07,61.49,37.75,,3.94,63.84,15.81,217.67,17.3,28.37,
11/02/2022,153.92,182.3,29.77,473.97,132.49,16.29,535.81,369.77,332.29,387.66,478.13,20.96,6.7,18.21,219.55,80.11,192.12,104.92,573.42,134.28,164.64,28.16,168.64,,391.31,250.09,21.65,74.96,293.69,39.88,29.17,32.35,236.9,136.29,140.18,67.49,117.23,47.29,34,141.83,25.57,142.01,86.18,142.64,76.64,29.48,167.71,4.49,18.37,47.62,45.78,53.32,186.99,224.69,102.99,184.42,336.59,14.36,149.47,159.54,238.81,211.56,71.31,108.71,358.17,28.87,10.58,125.93,350.29,196.92,104.24,509.67,201.24,59.87,35.29,,4.04,63.07,15.67,207.9,16.94,28.25,
14/02/2022,152.49,180.41,30.08,474.01,131.86,16.06,529.05,374.16,323.47,380.71,474.4,20.72,6.8,18.15,217.7,79.67,197.17,105.56,578.58,135.53,165.13,28.19,168.88,,396.57,249.22,21.31,74.92,291.13,39.81,28.86,32.56,234.29,136.14,141.59,66.89,117.67,47.58,33.39,139.9,25.84,143,85.56,141.77,76.47,28.76,165.6,4.27,17.92,47.4,45.12,53.27,186.69,225.34,102.31,182.91,331.37,14.32,150.85,158.01,242.55,208.57,71.23,106.13,355.64,28.47,10.51,124.84,351.56,194.21,103,506.56,199.89,58.13,34.59,,3.81,62.81,15.77,206.4,16.65,28.16,
15/02/2022,154.72,183.93,30.21,479.5,139.84,16.2,527.78,381.54,329.82,385.37,478.23,21.16,6.75,18.37,221,81.16,211.93,115.35,602.77,136.61,173,29.5,172.79,,407.46,262.16,21.59,75.09,300,40.99,29.28,32.73,233.39,136.53,145.58,67.05,129.51,48.13,33.96,141.32,26.29,144.76,84.66,142.68,77.81,29.04,167.31,4.59,19.73,48.05,45.28,53.36,189.53,227.82,103.91,183.25,342.24,14.52,154.72,157.34,249.32,207.18,72.46,109.92,351.59,28.56,10.72,125.22,353.26,192.18,102.97,513.92,203.41,62,37.09,,3.95,60.53,15.95,214.25,16.72,28.86,
16/02/2022,155,186.1,30.33,477.7,140.96,16.5,528.15,382.93,330.62,386.55,480.05,21.34,6.96,18.07,216.54,83.89,213.8,111.99,597.21,137.74,172.6,28.93,172.55,,398.08,266.72,21.95,75.23,304.7,41.54,29.49,32.87,232.33,134.6,146.49,67.44,127.91,48.43,34.48,143.86,26.25,145.87,84.99,142.57,77.22,29.12,167.21,4.52,19.59,48.09,45.19,53.4,189.06,228.82,103.15,182.81,349.86,14.6,156.35,155.63,253.81,207.81,72.32,111.85,351.72,29.3,10.82,125.72,350.09,190.76,103.94,512.4,203.64,59.69,36.58,,3.98,59.15,16.33,211.74,17.21,28.78,
17/02/2022,151.43,182.66,29.7,457.71,136.47,16.35,496.18,373.7,323.14,381.49,470.34,20.82,7.23,17.93,207.71,82.14,209.31,103.81,579,132.54,166.8,19.2,168.88,,386.67,263.26,21.77,75.38,286.28,39.81,29.39,32.17,228.67,137.76,142.8,67.12,119.1,47.93,34.05,143.67,26.55,144.97,85.56,143.06,76.36,28.32,166.19,4.04,17.76,46.77,45.93,53.58,184.59,224.61,101.7,178.38,338.59,14.32,152.95,148.64,250.99,204,71.05,111.19,346.06,28.82,10.48,123.25,347.94,188.73,102.3,515.01,194.74,56.21,35.71,,3.79,58.12,15.82,200.03,17.1,27.91,
18/02/2022,152.14,182.35,30.43,442.56,133.35,16.21,481.2,369.95,323.58,378.67,467.81,20.76,7.05,18.01,206.16,82.86,209.17,95.87,579.99,130.4,167.64,18.7,167.3,,391.29,257.91,21.47,74.15,273.77,44.14,29.29,32.98,228.44,135.2,142.95,66.63,114.86,47.93,33.92,140.95,25.97,144.03,86.03,142.33,76.37,28.44,163.36,3.89,16.97,46.64,45.52,53.83,182.13,222.69,100.58,178.64,335.25,14.4,151.36,147.62,251.19,204.39,71.2,108.64,343.56,28.35,10.5,122.87,346.87,187.48,102.13,512.67,191.95,52.33,34.68,,3.53,58.95,15.89,196.84,16.73,27.92,
22/02/2022,151.87,182.59,29.47,438.4,130.26,16.02,483.25,368.29,323.05,380.25,462.51,20.99,6.93,17.92,202.08,82.96,204.68,94.73,577.46,129.81,165.89,18.94,164.32,,377.38,246.07,21.09,73.78,267.78,43.05,29.17,31.86,228.37,136,138.19,66.04,110.84,45.53,34.21,138.05,24.99,145.56,85.47,141.53,75.95,27.76,161.14,3.69,15.95,46.94,45.4,53.9,182.56,221.32,103.72,176.71,340.91,13.88,148.09,146.75,246.27,196.35,69.53,107.35,342.38,28.14,10.35,123.12,316.17,185.28,101.92,502.18,191.21,50.54,33.68,,3.37,58.84,15.46,195.13,16.5,27.31,
23/02/2022,148.69,180.81,29.34,429.45,127.86,15.7,467,361.23,318.89,373.37,459.62,20.73,7.14,17.74,198.45,80.89,198.63,91.34,565.19,127.59,161.62,17.65,160.07,,367.46,236.11,20.54,72.32,252.63,43.23,28.55,31.72,227.45,132.23,136.83,65.25,105.69,45.1,33.07,134.07,24.82,146.76,83.69,140.6,75.84,27.16,161.22,3.5,15.07,45.13,44.8,53.41,178.96,215.95,103.03,173.06,331.52,13.72,145.87,144.38,244.82,189.9,67.89,104.83,353.45,27.57,10.1,123.69,308.45,186.61,102.24,495.26,186.67,47.4,32.39,,3.33,58.54,15.24,190.54,16.46,26.97,
24/02/2022,144.55,174.47,29.54,463.82,133.42,15.68,497.13,369.38,322,381.68,455.89,19.95,6.93,17.53,207.6,82.02,193.74,108.38,580,132.69,167.98,18.76,162.74,,390.03,271.19,20.86,75.44,269.87,46.18,29.22,31.88,231.75,134.34,137.17,65.74,115.44,45.28,33.22,137.82,26.45,145.27,83.13,141.91,73.51,27.8,158.14,3.67,16.25,46.01,46.65,52.59,182.34,217.3,103.33,175.94,325.7,13.96,149.4,143.7,242.09,191.55,67.77,103.16,351.63,27.73,10.27,127.92,313.24,189.74,100.77,505.58,184.69,49,34.87,,3.46,58.55,15.18,204.29,16.5,27.53,
25/02/2022,147.97,183.03,30.49,465.54,135.72,15.96,487.18,369.09,323.7,380.89,475.75,21.17,7.06,18.04,210.48,84.31,199.93,109.27,588.01,134.46,170.93,18.69,164.85,,390.8,277.93,21.38,77.16,269.42,46.56,29.67,32.92,233.66,137.9,138.8,67.4,120.49,47.17,33.95,139.7,26.54,149.54,83.19,145.16,76.32,28.08,166,3.69,16.22,47.07,47.37,54.12,188.56,219.27,105.84,180.3,349.99,14.04,149.53,150.51,246.41,199.22,69.39,104.9,362.7,28.46,10.48,128.47,316.65,194.18,104.3,517.49,187.06,44.49,34.98,,3.54,60.99,15.41,208.09,16.75,28.07,
28/02/2022,141.8,182.23,30.59,467.68,134.2,15.7,474.37,360.82,322.03,375.7,475.87,21.08,6.98,17.88,211.03,83.29,196.11,116.42,587.44,135.06,171.99,18.6,165.12,,394.52,319.42,21.19,78.27,265.66,47.34,29.51,33.4,226.87,134.92,136.55,66.09,128.08,47.71,33.83,137.56,26.95,147.77,84.16,144.4,76.58,27.84,164.57,3.93,17.23,46.76,47.11,53.67,189.75,216.12,104.99,176.26,344.89,14.04,148.46,148.65,245.95,199.77,68.58,103.16,355.02,28.17,10.38,128.12,315.83,188.15,103.65,519.25,187.58,46.78,36.03,,3.58,60.85,15.56,210.53,17.03,27.96,
01/03/2022,136.45,169.85,29.86,466.68,129.61,15.45,468.58,344.48,322.35,390.58,476.25,19.43,7.25,17.76,203.49,82.34,187.85,117.65,570.12,134.06,163.69,18.03,163.2,,386.24,324.63,21.27,77.44,263.19,48.55,29.12,32.61,228.55,134.12,132.22,65.82,127.77,46.61,33.28,134.6,26.61,147.69,83.51,146.58,76.34,27.88,164,3.89,17.5,46.39,46.61,53.61,183.6,208.97,103.66,170.51,316.75,13.96,145.7,144.75,242.43,219.43,66.63,100.62,358.98,27.53,10.12,127.75,320.25,191.38,102.05,522.93,182.83,47.42,33.89,,3.45,60.72,15.2,208.89,16.71,27.91,
